sep=,
DeviceTag:,Xsens DOT0
FirmwareVersion:,2.2.1
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode5
StartTime: ,2023-03-18_10:18:27_205 CET
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
1,319326728,-0.125646,-0.457244,-0.024286,-1.997711,0.014933,3.389666,0.649015,-0.020730,-0.400759,0.646330,
2,319343395,8.719956,-6.674067,8.963360,156.099319,139.439636,127.456329,0.647271,-0.017961,-0.382909,0.658861,
3,319360062,8.748069,-6.145018,9.076234,136.399979,137.307632,123.469765,0.646616,-0.010185,-0.367314,0.668479,
4,319376729,8.896571,-5.582625,8.829843,114.691406,134.774307,120.504112,0.645321,-0.003106,-0.353260,0.677317,
5,319393396,8.353595,-5.191979,8.337395,97.168610,131.919449,117.371826,0.642133,0.002840,-0.340999,0.686569,
6,319410063,7.809143,-4.707078,7.715896,87.072121,128.906677,113.599464,0.638217,0.006136,-0.329479,0.695763,
7,319426730,7.244076,-4.722269,7.054659,87.601189,125.441795,108.242760,0.633900,0.008090,-0.317569,0.705163,
8,319443397,6.441732,-4.482770,6.509631,94.869087,121.855331,100.883865,0.629326,0.009325,-0.304965,0.714743,
9,319460064,5.554923,-4.236318,6.619024,100.935394,117.521492,92.213890,0.624769,0.010075,-0.291581,0.724253,
10,319476731,4.951399,-3.585823,6.357483,101.278114,112.803986,84.098625,0.620361,0.010028,-0.277584,0.733485,
11,319493398,4.462174,-2.952990,6.410930,94.334129,108.945511,77.280434,0.616202,0.008945,-0.263622,0.742104,
12,319510065,3.774263,-2.301498,6.476812,78.743576,105.157417,71.822655,0.612300,0.006366,-0.250607,0.749830,
13,319526732,3.058955,-2.120090,6.258545,61.452934,100.769638,67.581047,0.608588,0.002325,-0.238768,0.756707,
14,319543399,2.215502,-1.868337,5.810211,48.797169,96.166412,63.445007,0.605031,-0.002766,-0.227851,0.762898,
15,319560066,1.978013,-1.646159,5.758780,42.139343,90.622711,59.264378,0.601601,-0.008276,-0.217422,0.768593,
16,319576733,1.447806,-1.173231,5.548194,38.329033,83.842300,55.238312,0.598268,-0.013656,-0.207434,0.773860,
17,319593400,1.196478,-0.772650,5.210435,35.125607,78.041504,51.082375,0.595107,-0.018870,-0.197767,0.778704,
18,319610067,1.346788,-0.121956,5.492010,26.820004,74.114838,45.750652,0.592313,-0.024434,-0.188940,0.782860,
19,319626734,1.386017,0.476204,5.796179,12.776399,68.657181,39.843861,0.589935,-0.030473,-0.181774,0.786134,
20,319643401,1.052594,1.097938,4.500430,-8.409387,61.889252,32.930180,0.588045,-0.037327,-0.177232,0.788288,
21,319660068,0.594754,2.713604,3.427007,-58.109135,58.055195,31.076344,0.585965,-0.047908,-0.178390,0.789004,
22,319676735,-2.240852,0.063117,8.145732,-149.652435,47.826199,27.004707,0.583337,-0.064901,-0.190482,0.786907,
23,319693402,-5.228048,-0.840111,8.970509,-256.176483,28.077284,13.391293,0.580183,-0.088667,-0.215870,0.780338,
24,319710069,-6.189513,-1.882763,6.866951,-329.957886,10.056382,-6.060898,0.576607,-0.116535,-0.250403,0.768922,
25,319726736,-5.243037,-6.194178,4.672175,-333.494141,1.400238,-33.462662,0.574243,-0.143187,-0.285594,0.753776,
26,319743403,-2.546849,-8.141707,3.355931,-287.638000,2.839808,-65.163521,0.574895,-0.165308,-0.315914,0.736456,
27,319760070,-1.772515,-6.892311,4.017119,-250.512680,16.344992,-87.912262,0.579428,-0.185474,-0.341348,0.716481,
28,319776737,0.333935,-5.916173,7.566558,-287.433289,34.872261,-92.638245,0.580680,-0.209111,-0.369582,0.694617,
29,319793404,2.375894,-6.438772,8.539076,-378.824951,53.609261,-82.251862,0.577908,-0.242223,-0.404307,0.666248,
30,319810071,1.144724,-8.131310,5.826800,-433.389130,71.225090,-62.876537,0.571366,-0.282120,-0.440447,0.632421,
31,319826738,0.274617,-10.243566,4.650980,-412.292664,84.369446,-40.557289,0.562159,-0.321674,-0.471079,0.598821,
32,319843405,0.806466,-12.037432,4.488876,-343.599213,87.006973,-18.443663,0.552512,-0.356309,-0.493130,0.569733,
33,319860072,-1.882653,-12.261767,3.591739,-272.382019,84.362656,2.612854,0.543355,-0.385683,-0.507448,0.546361,
34,319876739,-2.563088,-13.049443,2.653877,-214.775940,82.940002,20.917727,0.534981,-0.411241,-0.515564,0.528081,
35,319893406,-2.212275,-13.408302,1.796245,-166.983887,83.238297,35.474274,0.527736,-0.433867,-0.518627,0.514082,
36,319910073,-2.193023,-13.245760,1.480059,-132.100510,84.720688,47.577522,0.521441,-0.454581,-0.517879,0.503246,
37,319926740,-1.818525,-12.536006,1.251720,-114.240219,86.192627,59.224796,0.515222,-0.474684,-0.514678,0.494295,
38,319943407,-2.220604,-11.018087,1.292003,-111.875908,86.840935,70.226860,0.508103,-0.495205,-0.510257,0.486047,
39,319960074,-1.538288,-9.551965,1.195189,-110.687424,84.605530,78.907455,0.499974,-0.515814,-0.505031,0.478440,
40,319976741,-2.133439,-7.702602,1.133912,-105.446587,79.241920,83.890671,0.491220,-0.535688,-0.499221,0.471720,
41,319993408,-2.558131,-6.194724,1.045862,-97.322372,71.157135,82.247833,0.482371,-0.553982,-0.493338,0.465876,
