sep=,
DeviceTag:,Xsens DOT0
FirmwareVersion:,2.2.1
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode5
StartTime: ,2023-03-18_09:51:37_933 CET
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
1,1821354672,-0.089452,-0.287156,-0.311125,1.198880,0.042958,1.832120,0.284387,-0.209352,-0.596868,0.720447,
2,1821371339,0.350988,-9.157819,1.969788,2.741552,4.526370,37.088242,0.281246,-0.211947,-0.595080,0.722398,
3,1821388006,0.252304,-9.243251,2.132142,-6.078434,6.839141,35.528202,0.278271,-0.215223,-0.593910,0.723544,
4,1821404673,0.024810,-9.384696,2.201286,-11.438439,8.143716,33.194061,0.275453,-0.218615,-0.592858,0.724467,
5,1821421340,-0.333578,-9.424459,2.043396,-6.726688,9.046383,30.656311,0.272780,-0.222061,-0.591106,0.725861,
6,1821438007,-0.643637,-9.455201,2.169628,3.724118,10.285997,28.360939,0.270187,-0.225776,-0.588411,0.727871,
7,1821454674,-0.992783,-9.265206,2.361480,6.703242,12.153706,26.076555,0.267589,-0.229763,-0.585316,0.730075,
8,1821471341,-1.264132,-9.103139,2.508667,-3.521846,14.905050,23.862158,0.264736,-0.234477,-0.583019,0.731454,
9,1821488008,-1.435266,-9.189232,2.553322,-21.208920,18.022757,22.065481,0.261478,-0.240129,-0.582326,0.731344,
10,1821504675,-1.622439,-9.592451,2.525177,-34.685776,20.847589,21.145851,0.257968,-0.246507,-0.582902,0.730008,
11,1821521342,-1.900594,-10.022194,2.346648,-33.401314,22.745270,20.891258,0.254616,-0.252976,-0.583306,0.728648,
12,1821538009,-2.111825,-10.162524,2.336940,-19.448088,24.205530,21.292202,0.251815,-0.259169,-0.582266,0.728277,
13,1821554676,-2.339401,-10.148451,2.502895,-6.914946,25.698154,22.245382,0.249516,-0.265175,-0.579875,0.728813,
14,1821571343,-2.383769,-10.005663,2.557982,-3.826541,27.360319,23.731419,0.247362,-0.271381,-0.577025,0.729525,
15,1821588010,-2.405924,-9.958825,2.581903,-7.818589,29.282187,26.103336,0.245033,-0.278078,-0.574430,0.729837,
16,1821604677,-2.372482,-9.992005,2.535271,-14.287160,30.724466,29.212048,0.242354,-0.285348,-0.572344,0.729564,
17,1821621344,-2.452494,-10.135295,2.370158,-18.550476,31.703741,33.322258,0.239531,-0.293309,-0.570432,0.728836,
18,1821638011,-2.627127,-10.309034,2.185283,-15.528461,31.941557,37.860123,0.236438,-0.301430,-0.568068,0.728379,
19,1821654678,-3.001736,-10.373949,2.054914,-3.914197,31.462925,41.950012,0.233426,-0.309330,-0.564390,0.728898,
20,1821671345,-3.412249,-10.261714,1.955402,8.220707,30.914738,45.154037,0.230586,-0.316960,-0.559358,0.730401,
