sep=,
DeviceTag:,Xsens DOT0
FirmwareVersion:,2.2.1
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode5
StartTime: ,2023-03-18_09:57:01_999 CET
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
1,2145446603,0.178865,-0.257768,0.384175,-0.944790,1.610722,0.273112,0.063283,0.207399,0.113709,-0.969563,
2,2145463270,-5.748804,-2.038424,10.969840,-44.286556,-11.052020,66.917458,0.075353,0.212870,0.115759,-0.967268,
3,2145479937,-5.426150,-2.210128,10.494359,-34.659069,-15.965056,64.223534,0.086981,0.216793,0.115407,-0.965462,
4,2145496604,-3.857201,-2.291551,9.091366,-25.254971,-18.416794,60.698196,0.097231,0.218102,0.115455,-0.964183,
5,2145513271,-3.483557,-2.446126,8.671915,-18.862381,-18.510906,57.409443,0.105964,0.215362,0.116629,-0.963737,
6,2145529938,-3.469927,-2.125858,8.143593,-17.005726,-17.595720,54.710171,0.113802,0.211042,0.118834,-0.963530,
7,2145546605,-3.307234,-1.978107,7.901979,-17.221571,-16.409868,52.981312,0.121399,0.206952,0.121118,-0.963205,
8,2145563272,-3.372325,-1.940052,7.993756,-18.663380,-16.662403,50.945789,0.128839,0.202998,0.123395,-0.962791,
9,2145579939,-3.356001,-2.025286,7.906752,-19.963129,-18.603987,48.311260,0.136069,0.199003,0.125628,-0.962341,
10,2145596606,-3.211586,-2.087458,7.629066,-20.318897,-21.095188,44.690670,0.142893,0.194864,0.127858,-0.961905,
11,2145613273,-3.123740,-2.024100,7.390000,-18.769972,-23.468239,40.099201,0.149099,0.190556,0.129931,-0.961549,
12,2145629940,-2.969063,-1.926523,7.147157,-16.432663,-25.389658,34.676933,0.154547,0.186135,0.131726,-0.961310,
13,2145646607,-2.684421,-1.635493,6.895346,-15.284383,-26.625101,28.525187,0.159163,0.181614,0.133407,-0.961190,
14,2145663274,-2.404013,-1.491948,6.726110,-16.755392,-27.218033,22.299078,0.163006,0.176953,0.135257,-0.961157,
15,2145679941,-2.226162,-1.317206,6.834166,-20.844761,-27.991430,16.269753,0.166165,0.172005,0.137626,-0.961178,
16,2145696608,-1.871315,-1.290727,6.940356,-26.965273,-28.952202,10.943289,0.168787,0.166672,0.140747,-0.961209,
17,2145713275,-1.556749,-1.329232,7.057417,-34.673016,-29.728970,6.095080,0.170951,0.160870,0.144853,-0.961205,
18,2145729942,-1.447051,-1.508519,7.422340,-43.487522,-30.030375,1.746477,0.172718,0.154607,0.150127,-0.961107,
19,2145746609,-1.170275,-1.788839,7.845845,-52.606346,-29.496513,-2.321181,0.174562,0.147916,0.156731,-0.960773,
20,2145763276,-0.995742,-2.094612,8.255697,-62.039204,-28.068281,-6.333805,0.175985,0.140942,0.164680,-0.960232,
21,2145779943,-0.992387,-2.399822,8.553300,-69.755470,-26.379990,-10.078605,0.176235,0.133893,0.173651,-0.959614,
22,2145796610,-0.948846,-2.934242,8.966969,-72.833687,-24.617022,-14.143073,0.176102,0.126764,0.183156,-0.958840,
23,2145813277,-0.725338,-3.177282,9.261491,-71.409103,-22.697184,-18.606071,0.175199,0.119726,0.192574,-0.958064,
24,2145829944,-0.651010,-3.441139,9.398504,-65.792465,-20.415646,-22.785517,0.173482,0.112942,0.201306,-0.957405,
25,2145846611,-0.826393,-3.836595,9.638458,-55.382938,-17.307375,-26.825357,0.170882,0.106673,0.208703,-0.957008,
26,2145863278,-1.110352,-4.202357,9.738066,-40.878166,-12.767760,-30.903908,0.167306,0.101252,0.214244,-0.957004,
27,2145879945,-1.605863,-4.422978,9.814805,-23.866409,-6.706817,-34.143490,0.162812,0.097014,0.217620,-0.957456,
28,2145896612,-1.963163,-4.555919,9.830481,-5.983950,1.229204,-36.665245,0.157460,0.094304,0.218745,-0.958365,
29,2145913279,-2.021701,-4.806252,10.140058,10.855658,10.968804,-38.913528,0.151263,0.093373,0.217793,-0.959670,
30,2145929946,-2.217292,-5.477313,10.853841,22.372465,21.416807,-42.450935,0.144097,0.094135,0.215526,-0.961209,
31,2145946613,-2.464937,-5.538333,11.520024,23.924036,31.972641,-47.142597,0.135928,0.096334,0.213358,-0.962664,
32,2145963280,-3.037053,-5.318455,11.601230,14.989076,41.846386,-50.312191,0.127139,0.099715,0.212685,-0.963669,
33,2145979947,-3.231194,-4.954197,11.136835,3.410105,50.224651,-51.937939,0.118037,0.104106,0.213798,-0.964116,
34,2145996614,-3.213509,-4.764709,10.412613,-1.763703,57.601212,-52.949810,0.108649,0.109516,0.215750,-0.964186,
35,2146013281,-2.960481,-4.712248,10.012810,-2.019778,63.309517,-54.171879,0.098917,0.115776,0.217817,-0.964037,
