sep=,
DeviceTag:,Xsens DOT0
FirmwareVersion:,2.2.1
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode5
StartTime: ,2023-03-18_10:01:49_493 CET
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
1,8813713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.979549,0.082468,0.148067,-0.108444,
2,8830380,-3.044980,1.873978,8.942117,6.198256,7.569279,2.587633,0.979100,0.089603,0.148328,-0.106455,
3,8847047,-3.131068,1.898403,9.201126,8.421912,4.976081,1.340588,0.978465,0.097015,0.148869,-0.105030,
4,8863714,-3.159864,1.879321,9.541588,3.146860,5.558514,-0.203186,0.977946,0.101907,0.149755,-0.103971,
5,8880381,-3.192220,1.880153,9.634112,-1.654222,6.873035,-2.377781,0.977592,0.104369,0.150662,-0.103550,
6,8897048,-3.188720,1.684057,9.488050,-0.195924,4.500056,-4.018928,0.977356,0.105898,0.151140,-0.103526,
7,8913715,-3.196144,1.406614,9.294445,1.928195,2.470544,-4.524356,0.977194,0.106793,0.151383,-0.103781,
8,8930382,-3.154399,1.321104,9.267353,4.493332,0.412409,-4.039622,0.977084,0.107259,0.151458,-0.104225,
9,8947049,-3.220788,1.294430,9.308168,7.309487,1.476924,-4.603653,0.976925,0.107676,0.151697,-0.104935,
10,8963716,-3.222766,1.283431,9.384912,9.081095,1.126313,-4.614206,0.976757,0.108091,0.151930,-0.105730,
11,8980383,-3.317095,1.280732,9.518537,9.752508,0.391510,-4.488244,0.976602,0.108467,0.152056,-0.106597,
12,8997050,-3.336689,1.330056,9.439916,10.575868,1.142833,-3.890046,0.976428,0.108916,0.152299,-0.107383,
13,9013717,-3.369570,1.468331,9.545219,11.443151,-0.935184,-3.119488,0.976297,0.109478,0.152255,-0.108064,
14,9030384,-3.319965,1.544735,9.555587,10.927836,-1.339660,-3.795010,0.976157,0.110029,0.152170,-0.108882,
15,9047051,-3.252017,1.585155,9.502012,13.283684,-4.316025,-4.227469,0.976033,0.110945,0.151607,-0.109841,
16,9063718,-3.209303,1.555183,9.539397,9.431388,-1.691258,-5.139357,0.975901,0.111411,0.151463,-0.110745,
17,9080385,-3.183394,1.594301,9.569714,9.179345,0.008318,-4.715158,0.975740,0.111931,0.151516,-0.111562,
18,9097052,-3.198733,1.631383,9.578033,8.952789,2.828021,-5.096020,0.975515,0.112506,0.151941,-0.112366,
19,9113719,-3.119878,1.622860,9.222050,6.291512,5.142794,-5.601281,0.975270,0.112782,0.152714,-0.113169,
20,9130386,-3.019698,1.626433,9.071064,3.795488,3.071200,-5.461076,0.975108,0.112729,0.153212,-0.113941,
21,9147053,-3.038718,1.659693,9.123704,-0.431997,0.897014,-5.728190,0.975062,0.112077,0.153456,-0.114646,
22,9163720,-3.084299,1.634627,9.253764,-4.083831,1.261343,-4.930266,0.975077,0.110979,0.153776,-0.115159,
23,9180387,-3.128685,1.786371,9.326942,-4.029966,3.043346,-3.872564,0.975067,0.109975,0.154316,-0.115486,
24,9197054,-3.103708,1.797789,9.237376,-4.339612,3.500803,-4.231757,0.975038,0.108981,0.154914,-0.115872,
25,9213721,-3.064677,1.683803,8.948902,-7.808942,2.883677,-4.067067,0.975077,0.107534,0.155470,-0.116149,
26,9230388,-3.048320,1.787787,8.739351,-10.052629,-0.542055,-3.057978,0.975242,0.105766,0.155562,-0.116266,
27,9247055,-3.051686,1.800166,8.820897,-9.823872,-1.894931,-3.005152,0.975423,0.104061,0.155454,-0.116425,
28,9263722,-3.085169,1.558231,9.135689,-12.407427,-4.721409,-2.743724,0.975702,0.101994,0.154981,-0.116546,
29,9280389,-2.987635,1.401710,9.210282,-11.133307,-4.005520,-1.278561,0.975969,0.100160,0.154565,-0.116453,
30,9297056,-2.965951,1.380533,9.312589,-9.618788,-4.869091,0.642488,0.976266,0.098567,0.153965,-0.116123,
31,9313723,-2.973113,1.334704,9.503741,-17.606865,0.192781,-0.158953,0.976545,0.095906,0.154217,-0.115668,
32,9330390,-2.967236,1.407461,9.192534,-16.658466,4.672664,-0.507644,0.976689,0.093458,0.155074,-0.115314,
33,9347057,-3.026045,1.439839,9.030403,-15.421958,4.687160,-0.832721,0.976808,0.091180,0.155915,-0.114988,
34,9363724,-3.025337,1.291348,9.082654,-8.536176,-2.132232,0.885438,0.977009,0.089828,0.155647,-0.114709,
35,9380391,-2.965001,1.617179,9.581872,-4.698035,1.142141,1.702777,0.977100,0.089096,0.155774,-0.114333,
36,9397058,-3.079654,1.640603,9.731785,-7.531982,5.771690,-3.294115,0.977042,0.087941,0.156661,-0.114512,
37,9413725,-3.115789,1.494909,9.671413,-8.312504,8.150369,-4.770291,0.976910,0.086702,0.157908,-0.114869,
38,9430392,-3.134051,1.413691,9.556020,-4.332454,8.924896,-4.481917,0.976706,0.086067,0.159185,-0.115313,
39,9447059,-3.158848,1.481819,9.397040,-0.654097,9.574331,-4.657134,0.976434,0.085971,0.160492,-0.115875,
40,9463726,-3.159270,1.362453,9.036920,-0.944866,9.953361,-5.018503,0.976150,0.085840,0.161864,-0.116455,
41,9480393,-3.081694,1.156148,8.664042,-7.852026,7.230462,-2.603430,0.976052,0.084750,0.162940,-0.116579,
42,9497060,-3.092627,1.184048,8.670039,-7.064035,0.368496,-0.346898,0.976141,0.083710,0.163007,-0.116487,
43,9513727,-3.212937,1.243304,9.058784,-4.517017,-3.366085,1.239968,0.976313,0.083008,0.162488,-0.116277,
44,9530394,-3.241803,1.271228,9.163705,-4.298490,0.088293,0.718238,0.976389,0.082388,0.162466,-0.116108,
45,9547061,-3.265245,1.210369,9.264565,-1.081355,-0.606214,1.780115,0.976463,0.082239,0.162284,-0.115853,
46,9563728,-3.262595,1.359762,9.190048,-1.053591,0.572194,1.158059,0.976495,0.082101,0.162279,-0.115683,
47,9580395,-3.260362,1.310658,9.219735,-1.995024,-1.617455,-0.575876,0.976560,0.081759,0.162003,-0.115764,
48,9597062,-3.196223,1.179185,9.360606,-1.661778,-2.416276,-0.429512,0.976641,0.081460,0.161610,-0.115845,
49,9613729,-3.157677,1.179785,9.494513,-1.367565,-2.858621,0.191589,0.976737,0.081209,0.161141,-0.115859,
50,9630396,-3.103838,1.141247,9.583511,-2.463263,-1.746517,1.073102,0.976837,0.080840,0.160836,-0.115702,
