sep=,
DeviceTag:,Xsens DOT0
FirmwareVersion:,2.2.1
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode5
StartTime: ,2023-03-18_09:50:29_279 CET
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
1,1752653878,0.640905,-3.956253,0.159057,1.499406,6.971157,-0.590172,0.505307,0.045337,-0.511993,0.693162,
2,1752670545,3.036037,-6.308360,4.730671,193.997971,60.432301,-137.445251,0.516351,0.042015,-0.484754,0.704720,
3,1752687212,3.629676,-6.773803,4.890479,191.035950,52.460365,-151.953049,0.528702,0.041749,-0.455846,0.714798,
4,1752703879,3.389945,-6.901172,5.030221,182.942642,45.878071,-166.119949,0.542317,0.046398,-0.431483,0.719418,
5,1752720546,2.703268,-6.687195,5.867131,162.783447,39.622581,-179.527878,0.557167,0.052683,-0.411848,0.719145,
6,1752737213,2.061984,-6.568901,6.723792,130.050842,34.095284,-192.147308,0.573689,0.058032,-0.395259,0.715041,
7,1752753880,1.885265,-6.522190,7.289117,94.370712,30.525284,-202.471222,0.591773,0.061235,-0.381261,0.707598,
8,1752770547,1.743614,-7.124162,7.182826,67.306152,29.978083,-211.560074,0.611229,0.062839,-0.369237,0.697219,
9,1752787214,0.901592,-7.163702,7.020357,49.422771,32.876381,-220.077133,0.631567,0.062950,-0.359072,0.684272,
10,1752803881,0.020816,-7.169477,7.281558,32.931118,37.612553,-226.742401,0.652567,0.061190,-0.350293,0.669110,
11,1752820548,-0.217946,-7.424241,7.692315,13.725062,43.674961,-230.957489,0.674049,0.056934,-0.342672,0.651915,
12,1752837215,-0.692952,-7.642331,8.160319,-8.246283,50.233818,-233.205170,0.695754,0.049879,-0.336414,0.632664,
13,1752853882,-0.796292,-7.695444,8.212905,-27.834843,56.866280,-232.284134,0.717249,0.040093,-0.331155,0.611786,
14,1752870549,-1.160704,-8.055652,7.471171,-38.258724,64.699226,-228.823853,0.738196,0.028485,-0.325977,0.589911,
15,1752887216,-1.814660,-7.467000,7.389050,-38.988335,72.592262,-221.929291,0.758135,0.015934,-0.320208,0.567841,
16,1752903883,-2.733704,-7.752140,9.173149,-34.389687,78.334747,-212.367554,0.776852,0.003281,-0.313369,0.546159,
17,1752920550,-3.159648,-8.286659,10.824309,-18.373625,85.123161,-199.614487,0.794296,-0.008536,-0.304025,0.525919,
18,1752937217,-2.919365,-8.377563,8.310328,2.101070,93.870323,-190.874084,0.810993,-0.018979,-0.291528,0.506894,
19,1752953884,-3.907874,-8.268701,7.666184,6.950877,98.985771,-178.062958,0.826396,-0.029600,-0.278028,0.488768,
20,1752970551,-3.163937,-9.322456,7.313382,-8.501689,105.239594,-165.326080,0.840494,-0.042886,-0.264780,0.470768,
21,1752987218,-3.324585,-11.269165,7.519486,-35.578674,112.540291,-156.616074,0.853377,-0.060170,-0.252669,0.451981,
22,1753003885,-1.462553,-7.105237,6.592665,-55.677101,117.865417,-149.409668,0.864912,-0.080585,-0.241465,0.432583,
23,1753020552,0.382867,-6.404906,6.518967,-61.338528,122.876648,-144.619873,0.875441,-0.101414,-0.230235,0.412687,
24,1753037219,0.381846,-4.033983,10.234900,-49.442211,123.358788,-144.228592,0.885361,-0.119823,-0.218642,0.392396,
25,1753053886,-1.197681,-5.372941,11.382658,-23.396120,121.511635,-143.480591,0.895072,-0.133594,-0.205819,0.372341,
26,1753070553,-0.359625,-10.189465,8.490372,-2.341948,123.611382,-153.171371,0.905225,-0.143581,-0.191652,0.351029,
27,1753087220,-3.850856,-11.368773,8.756879,10.519265,118.335144,-167.067108,0.915454,-0.150918,-0.178107,0.327788,
28,1753103887,-4.672664,-9.935957,8.291114,19.266338,107.307152,-176.259308,0.925243,-0.156241,-0.165815,0.303348,
29,1753120554,-2.727985,-9.145773,9.317846,22.022030,94.229378,-179.327499,0.934166,-0.160341,-0.155177,0.278470,
30,1753137221,-2.258179,-8.434193,8.758704,18.768702,86.069206,-180.381210,0.942158,-0.164167,-0.145889,0.253188,
31,1753153888,-2.384118,-8.044276,8.177727,8.821704,80.294312,-174.007462,0.949332,-0.166418,-0.138052,0.228071,
32,1753170555,-2.589545,-7.063361,6.751995,-12.597775,77.100372,-163.765091,0.955406,-0.168859,-0.131470,0.203474,
33,1753187222,-2.767631,-7.018275,6.541239,-51.054230,76.879829,-148.911377,0.959629,-0.175826,-0.125763,0.179946,
34,1753203889,-1.720742,-6.333450,6.461578,-100.957161,77.534973,-133.891312,0.961587,-0.189639,-0.120853,0.157423,
35,1753220556,-0.288317,-6.622258,5.969670,-147.385651,78.218452,-119.692535,0.961190,-0.209961,-0.116445,0.135911,
36,1753237223,0.821595,-6.672474,4.890032,-179.521301,78.768204,-108.889709,0.958670,-0.234729,-0.112168,0.115210,
37,1753253890,-0.001029,-6.607077,3.489141,-191.877853,81.959091,-98.175156,0.954551,-0.261176,-0.107173,0.095563,
38,1753270557,-0.645923,-7.613409,3.562099,-172.594193,80.972778,-88.971474,0.950037,-0.284803,-0.101590,0.077432,
39,1753287224,-2.961317,-9.351099,3.415004,-117.365257,70.970535,-83.826950,0.946899,-0.300552,-0.096478,0.061183,
40,1753303891,-2.837828,-9.260468,2.753757,-44.445728,55.680309,-80.966209,0.946330,-0.306049,-0.092652,0.046997,
41,1753320558,-1.304249,-8.980557,2.122426,22.480579,42.024975,-78.377373,0.948338,-0.302214,-0.090110,0.034668,
