sep=,
DeviceTag:,Xsens DOT0
FirmwareVersion:,2.2.1
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode5
StartTime: ,2023-03-18_10:21:30_644 CET
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
1,502748031,3.237629,-1.054471,1.854131,-17.697758,5.489020,31.500086,0.489876,0.335154,0.293573,-0.749339,
2,502764698,-8.551512,-0.503392,7.023024,7.542771,-14.666976,-42.382397,0.487303,0.334867,0.290048,-0.752511,
3,502781365,-8.323808,-0.655321,6.993322,9.512150,-13.789280,-43.743912,0.486230,0.333785,0.284039,-0.755970,
4,502798032,-8.026020,-0.620643,7.202719,2.035117,-12.820646,-43.554546,0.484873,0.331209,0.279888,-0.759515,
5,502814699,-7.667493,-0.715929,7.473196,-8.578382,-12.502570,-42.552181,0.483611,0.327017,0.277337,-0.763063,
6,502831366,-7.502155,-1.010180,7.655157,-15.770456,-13.181274,-40.455502,0.482341,0.321438,0.275678,-0.766829,
7,502848033,-7.306810,-1.023319,7.685757,-17.382595,-13.371748,-36.928421,0.481101,0.315189,0.274698,-0.770544,
8,502864700,-6.943704,-0.865880,7.674635,-16.190283,-12.988960,-33.208847,0.479918,0.309067,0.273878,-0.774046,
9,502881367,-6.623909,-0.824158,7.693902,-13.762825,-12.310427,-29.805204,0.478862,0.303399,0.272805,-0.777314,
10,502898034,-6.477445,-0.583471,8.266233,-17.709688,-12.487534,-25.825413,0.478350,0.297683,0.272064,-0.780094,
11,502914701,-6.199907,-0.192212,8.548259,-27.098940,-13.714166,-20.510334,0.478926,0.291405,0.271864,-0.782178,
12,502931368,-5.841313,-0.360204,8.790186,-34.981159,-15.942027,-14.118724,0.480731,0.284652,0.271800,-0.783579,
13,502948035,-5.771142,-0.618467,8.885630,-37.510387,-19.434441,-8.010335,0.483461,0.277496,0.271366,-0.784616,
14,502964702,-5.661372,-0.555632,8.778753,-36.143822,-22.555620,-1.350861,0.486922,0.270287,0.270325,-0.785352,
15,502981369,-5.478406,-0.628850,8.578544,-30.287466,-25.030983,6.037760,0.490992,0.263545,0.268236,-0.785825,
16,502998036,-5.300904,-0.773399,8.623737,-23.039059,-26.446331,12.665157,0.495479,0.257492,0.265122,-0.786072,
17,503014703,-5.310084,-1.097020,8.873379,-14.694111,-27.709927,17.116001,0.500091,0.252108,0.260981,-0.786282,
18,503031370,-5.356214,-1.056561,8.514926,-7.595492,-28.833572,19.238430,0.504598,0.247189,0.256092,-0.786572,
19,503048037,-5.107232,-0.869572,8.434586,-5.763317,-27.259476,20.605829,0.509013,0.242716,0.251308,-0.786664,
20,503064704,-5.198589,-0.914527,8.412730,-8.578368,-23.926174,22.591154,0.513534,0.238571,0.247216,-0.786290,
21,503081371,-5.214231,-1.375183,8.292814,-12.160718,-20.977480,25.204163,0.518279,0.234680,0.243862,-0.785394,
22,503098038,-5.749660,-1.992499,7.731243,-10.581250,-17.723969,27.488369,0.523005,0.231416,0.240747,-0.784190,
23,503114705,-5.063945,-0.604845,7.749101,-3.192419,-15.586777,31.357422,0.527712,0.229185,0.237180,-0.782777,
24,503131372,-5.166914,-0.414547,8.769214,4.978851,-17.684921,37.700405,0.532892,0.227687,0.232426,-0.781129,
25,503148039,-4.869585,-0.438619,7.483796,8.322112,-23.522898,39.739124,0.538355,0.225923,0.226815,-0.779544,
26,503164706,-5.335901,0.249029,7.100196,5.931376,-24.332827,39.210976,0.543806,0.223957,0.221531,-0.777845,
27,503181373,-5.745400,0.402847,6.866955,-1.551986,-22.322340,36.915150,0.549130,0.221723,0.217408,-0.775905,
28,503198040,-5.880139,0.977536,6.492884,-6.818214,-19.172440,33.598213,0.554103,0.219506,0.214334,-0.773852,
29,503214707,-5.692389,1.056494,6.705111,-7.984423,-16.060577,30.029337,0.558581,0.217646,0.211823,-0.771848,
30,503231374,-5.811685,0.963142,6.722509,-5.903423,-12.940584,24.368868,0.562236,0.216293,0.209558,-0.770190,
31,503248041,-5.700603,0.866921,6.908807,2.500616,-9.619464,16.770596,0.564652,0.215910,0.206919,-0.769244,
32,503264708,-4.894567,0.687801,6.624328,9.446415,-8.316913,10.487098,0.566088,0.216161,0.203858,-0.768935,
33,503281375,-7.410938,1.372622,6.399253,15.278971,-6.058716,6.037426,0.566758,0.217068,0.200512,-0.769065,
34,503298042,-6.556147,0.682334,6.629653,21.814098,-3.109425,1.438982,0.566593,0.218895,0.196911,-0.769599,
35,503314709,-6.910118,-0.265728,6.714112,27.825966,-1.204146,-5.504851,0.565370,0.221322,0.193097,-0.770770,
36,503331376,-7.814205,0.129920,6.346901,29.255566,1.009368,-13.175797,0.563127,0.223954,0.189678,-0.772500,
37,503348043,-7.714355,0.167593,6.159985,22.205709,5.279953,-18.519857,0.560344,0.226436,0.187700,-0.774281,
38,503364710,-7.736464,-0.056057,5.919963,12.202528,9.659846,-21.595207,0.557382,0.228594,0.187419,-0.775851,
39,503381377,-7.871624,-0.298507,5.564981,9.555786,13.980417,-23.681072,0.554113,0.231034,0.187967,-0.777335,
40,503398044,-7.885876,-0.124625,5.599120,11.491329,17.567503,-25.083944,0.550478,0.234055,0.188746,-0.778824,
41,503414711,-7.628111,-0.267782,5.910627,14.556619,20.351353,-26.929783,0.546412,0.237635,0.189554,-0.780405,
42,503431378,-7.291237,-0.463554,5.695255,18.961994,21.804737,-28.936848,0.541885,0.241695,0.190121,-0.782176,
43,503448045,-7.863446,-0.083795,5.747007,21.525728,22.036640,-30.667030,0.537019,0.245937,0.190541,-0.784104,
44,503464712,-6.954836,-0.114320,5.753850,17.173000,22.048872,-33.256287,0.531974,0.249787,0.191604,-0.786065,
45,503481379,-6.927836,0.162766,5.419258,9.449874,21.001123,-36.925137,0.526786,0.252806,0.193634,-0.788094,
46,503498046,-6.425257,0.537282,5.244011,-0.769744,18.996918,-41.436398,0.521485,0.254681,0.196870,-0.790211,
47,503514713,-5.770027,0.819271,4.791075,-11.829550,16.535639,-46.169342,0.516100,0.255288,0.201366,-0.792414,
48,503531380,-5.355733,0.536084,4.519098,-18.975517,13.487621,-50.244568,0.510582,0.254872,0.206593,-0.794774,
49,503548047,-5.392317,-0.149296,4.569738,-17.413786,9.473945,-53.063992,0.504779,0.253997,0.211432,-0.797484,
50,503564714,-5.227808,-1.136443,4.683706,-5.862505,4.531251,-56.198303,0.498310,0.253262,0.214686,-0.800909,
51,503581381,-5.114607,-1.030427,5.201794,6.512773,0.935702,-60.044739,0.491009,0.252830,0.216398,-0.805084,
52,503598048,-5.594749,-0.736737,6.513196,9.496417,-0.635832,-64.815720,0.483046,0.252213,0.217826,-0.809695,
53,503614715,-6.337842,-1.124410,7.652494,0.741853,0.417347,-70.207977,0.474696,0.250869,0.220540,-0.814304,
54,503631382,-7.317373,-2.899441,8.803709,-7.200198,1.955077,-75.870941,0.465868,0.248906,0.224486,-0.818913,
55,503648049,-8.702832,-4.102715,9.329848,-0.547548,-0.645340,-81.971817,0.456092,0.246795,0.227691,-0.824154,
56,503664716,-9.547190,-3.893420,9.329983,11.808206,-6.964582,-85.215416,0.445611,0.244551,0.229136,-0.830134,
57,503681383,-9.381604,-3.499432,9.420882,14.873752,-14.611133,-81.916901,0.435595,0.241629,0.229618,-0.836151,
58,503698050,-8.509669,-3.097798,8.934042,13.792899,-21.214308,-74.355110,0.426690,0.238033,0.229553,-0.841773,
59,503714717,-7.615532,-2.941933,8.380407,15.784272,-23.397242,-65.683083,0.418799,0.234535,0.228806,-0.846905,
60,503731384,-7.003388,-2.922978,7.985190,17.113863,-20.941309,-58.118382,0.411672,0.231628,0.227781,-0.851464,
61,503748051,-6.681426,-3.062531,7.627142,14.716391,-16.273241,-50.815201,0.405344,0.229357,0.227082,-0.855293,
62,503764718,-6.449100,-3.294858,7.610108,9.492180,-12.136690,-42.671875,0.400043,0.227527,0.227007,-0.858292,
63,503781385,-6.261646,-3.611347,7.408218,2.874763,-10.177917,-34.196056,0.395937,0.225806,0.227598,-0.860491,
64,503798052,-6.049795,-3.522967,7.111982,-5.699866,-9.856587,-25.280649,0.393206,0.223899,0.228999,-0.861869,
65,503814719,-5.746853,-3.489553,6.894659,-14.767879,-10.589414,-15.808601,0.391974,0.221674,0.231197,-0.862418,
66,503831386,-5.420755,-3.430197,6.748034,-19.517721,-12.252000,-5.600163,0.392225,0.219293,0.233574,-0.862272,
67,503848053,-5.062474,-3.417560,6.653879,-22.436644,-14.608011,5.838642,0.394078,0.216819,0.235820,-0.861441,
68,503864720,-4.781090,-3.449139,6.633327,-26.738209,-16.414156,18.744839,0.397736,0.214292,0.238093,-0.859765,
69,503881387,-4.625730,-3.238590,6.817345,-33.264915,-16.570791,32.304504,0.403282,0.211812,0.240740,-0.857055,
70,503898054,-4.817592,-3.123512,7.334796,-38.060421,-15.113455,44.546543,0.410426,0.209632,0.243671,-0.853364,
71,503914721,-5.080068,-3.054296,7.996312,-31.894115,-11.987618,53.824848,0.418390,0.208506,0.245709,-0.849178,
72,503931388,-6.067658,-3.630213,9.283383,-27.844099,-7.599342,59.754128,0.426770,0.208348,0.247295,-0.844573,
73,503948055,-7.557960,-5.084186,10.779466,-28.714308,-4.580855,62.047749,0.435308,0.208558,0.249070,-0.839628,
74,503964722,-9.098878,-6.171804,11.696197,-25.377825,-4.418146,62.027939,0.443688,0.208962,0.250427,-0.834723,
75,503981389,-9.981636,-6.207078,11.849824,-16.289253,-5.841341,60.864548,0.451651,0.209708,0.250618,-0.830196,
76,503998056,-10.205605,-5.657003,11.671807,6.038502,-7.912445,56.923744,0.458487,0.211505,0.248101,-0.826742,
77,504014723,-9.944805,-4.595957,11.123053,30.968847,-9.754892,48.767708,0.463598,0.214436,0.242714,-0.824733,
78,504031390,-9.701852,-3.725239,10.543160,37.156090,-9.934034,36.907516,0.467062,0.217334,0.236940,-0.823698,
79,504048057,-8.897589,-2.834996,9.237583,36.202496,-9.038959,20.378830,0.468518,0.219704,0.231859,-0.823689,
80,504064724,-8.130444,-1.859911,7.711513,33.370152,-8.123666,2.026466,0.467817,0.221377,0.227764,-0.824781,
81,504081391,-7.208665,-1.170823,6.265344,30.329626,-7.986241,-16.514271,0.464974,0.222254,0.224637,-0.827007,
82,504098058,-6.392315,-0.997458,4.628457,28.918081,-8.908867,-34.389526,0.460043,0.222350,0.222187,-0.830394,
83,504114725,-5.481165,-0.468432,3.405182,28.916555,-9.079184,-50.129147,0.453190,0.221920,0.220229,-0.834787,
84,504131392,-4.212148,-0.518542,1.633268,37.777996,-10.367783,-62.135925,0.444597,0.221528,0.217482,-0.840215,
85,504148059,-2.798514,-0.889065,0.001423,59.209564,-14.530816,-69.501915,0.434480,0.221759,0.212063,-0.846806,
86,504164726,-1.577934,-0.914854,-0.333574,75.577911,-20.296162,-70.922104,0.423745,0.222226,0.204285,-0.854005,
87,504181393,-0.570441,-0.172227,-0.041266,65.394302,-24.382648,-68.017960,0.413727,0.221588,0.197397,-0.860676,
88,504198060,1.340305,1.608088,-0.419295,41.069290,-26.150396,-65.278732,0.404820,0.219294,0.193326,-0.866404,
89,504214727,2.509046,2.881444,-1.639155,20.633240,-23.155073,-62.802429,0.396755,0.216200,0.191880,-0.871221,
90,504231394,2.541518,3.335197,-1.874172,4.614377,-18.175165,-60.007740,0.389388,0.212857,0.192608,-0.875198,
91,504248061,2.128609,2.796959,-1.686509,-12.309597,-17.064924,-56.906635,0.382895,0.208758,0.195401,-0.878425,
92,504264728,0.208088,1.312578,-2.238771,-11.716028,-21.793646,-49.510204,0.377451,0.204276,0.197581,-0.881342,
93,504281395,-1.155287,-0.672174,-1.356256,4.331512,-32.663792,-38.833733,0.373198,0.199583,0.196770,-0.884404,
94,504298062,-1.270062,-1.040139,-0.037556,-15.945895,-40.539970,-25.569931,0.371449,0.193153,0.197757,-0.886346,
95,504314729,-2.180140,-0.936966,2.818694,-118.786865,-39.031666,-13.396597,0.374052,0.181678,0.211710,-0.884454,
96,504331396,-4.040534,-3.394204,7.322909,-263.741791,-30.093277,-3.661412,0.381139,0.163608,0.244328,-0.876510,
97,504348063,-7.994973,-9.038634,11.462594,-336.091003,-19.689590,5.856501,0.390071,0.142873,0.286029,-0.863493,
98,504364730,-9.248652,-19.165428,12.889747,-279.603088,-21.719965,16.466612,0.398469,0.125228,0.319747,-0.850472,
99,504381397,-12.790596,-22.409395,15.910281,-154.872864,-41.633465,26.927433,0.406346,0.112649,0.336436,-0.842024,
100,504398064,-14.922557,-21.686399,16.126614,-74.779030,-62.203754,37.334702,0.415005,0.102719,0.341895,-0.836856,
101,504414731,-15.360545,-20.577120,12.928059,-39.328426,-78.580353,39.164433,0.424067,0.093003,0.342042,-0.833382,
102,504431398,-14.134500,-17.134075,9.263759,-32.907108,-66.242371,10.960265,0.428929,0.083778,0.342603,-0.831640,
103,504448065,-16.357828,-12.813162,9.841375,-53.356651,-46.261761,-30.460640,0.427977,0.073642,0.347444,-0.831081,
104,504464732,-14.326363,-9.435073,9.201611,-124.018806,-42.670277,-56.416100,0.424364,0.058271,0.361291,-0.828244,
105,504481399,-11.748783,-6.215960,8.107723,-198.532822,-42.406761,-73.501335,0.419048,0.037455,0.384039,-0.821894,
106,504498066,-9.744620,-3.610003,8.883461,-214.849030,-43.284973,-77.436852,0.413011,0.015332,0.408286,-0.813935,
107,504514733,-8.567984,-1.768987,9.749266,-181.834259,-56.644985,-56.608791,0.409816,-0.005117,0.427327,-0.805864,
108,504531400,-7.015094,-2.338228,8.589261,-117.941536,-76.967590,-17.336391,0.412346,-0.021636,0.437362,-0.798885,
109,504548067,-12.600988,-2.342319,7.803957,-62.756634,-97.733803,28.076704,0.421553,-0.034307,0.439666,-0.792344,
110,504564734,-14.153677,-2.878293,4.438829,-47.529293,-118.897446,88.294792,0.439023,-0.044497,0.438998,-0.782662,
111,504581401,-12.695469,-3.334184,0.220189,-80.543571,-130.747971,152.835739,0.464110,-0.053848,0.441394,-0.766077,
112,504598068,-16.148289,-3.731010,-0.195424,-170.452866,-141.256821,219.556412,0.495939,-0.065937,0.452924,-0.737941,
113,504614735,-18.871864,-6.688880,-2.518493,-242.351944,-172.195175,292.073303,0.535541,-0.081396,0.469285,-0.697383,
114,504631402,-22.702387,-9.454632,-6.291052,-215.514816,-216.762756,361.204163,0.583317,-0.094042,0.478253,-0.649747,
115,504648069,-27.306351,-13.626131,-11.979421,-83.973785,-258.888794,420.559784,0.638514,-0.094703,0.469618,-0.602321,
116,504664736,-29.844658,-15.105895,-16.277912,40.273575,-286.213348,469.532227,0.697751,-0.082089,0.445541,-0.554886,
117,504681403,-29.813858,-13.480640,-14.875923,49.305717,-290.995026,505.369843,0.755391,-0.065807,0.417724,-0.500561,
118,504698070,-29.926836,-13.951337,-15.008301,-48.118500,-277.767609,522.302979,0.806862,-0.057476,0.395586,-0.434952,
119,504714737,-28.581982,-17.703190,-14.219625,-95.985962,-277.040222,520.596191,0.851643,-0.054122,0.373602,-0.363588,
120,504731404,-25.753115,-22.103270,-11.407408,-101.621574,-280.720856,509.507080,0.889571,-0.051657,0.348604,-0.290638,
121,504748071,-22.029772,-26.786919,-8.686922,-94.550430,-284.643097,499.587952,0.920816,-0.048438,0.320188,-0.217327,
122,504764738,-17.609098,-30.309528,-5.610485,-87.913025,-287.471069,491.370483,0.945439,-0.044399,0.288833,-0.144047,
123,504781405,-12.003414,-31.713490,-1.765940,-72.314095,-281.051147,483.714661,0.963273,-0.038107,0.255944,-0.071734,
124,504798072,-6.655933,-31.097092,1.169770,-50.462002,-256.841248,472.293884,0.974073,-0.028737,0.224396,-0.001712,
125,504814739,-1.795901,-28.225456,2.937091,-27.522894,-219.233093,452.196808,0.978218,-0.016681,0.196636,0.064386,
126,504831406,2.255649,-23.777187,3.742938,-8.539315,-178.026093,423.436462,0.976794,-0.003137,0.173689,0.125285,
127,504848073,4.630383,-18.752934,4.153361,11.707198,-141.013504,390.930267,0.971160,0.011729,0.155440,0.180414,
128,504864740,5.893049,-14.335804,3.668098,24.308311,-110.229019,355.664124,0.962605,0.026684,0.141208,0.229651,
129,504881407,7.307770,-9.956192,3.460863,-2.536470,-85.728714,310.633911,0.952746,0.036041,0.129126,0.272585,
130,504898074,11.261048,-6.343044,5.380221,-45.636593,-69.447281,247.795303,0.943620,0.037526,0.117507,0.307187,
131,504914741,17.453867,-4.318646,7.575260,-78.467079,-54.072819,166.241684,0.937059,0.032390,0.106661,0.330901,
132,504931408,21.606775,-4.021032,7.402685,-106.222038,-22.804480,71.146873,0.934233,0.020490,0.098921,0.342058,
133,504948075,24.737963,-2.581193,4.628184,-123.513290,28.231216,-29.519016,0.935433,0.002263,0.097312,0.339838,
134,504964742,31.207922,-2.529665,7.708872,-111.661224,89.489922,-127.563644,0.940102,-0.018737,0.104407,0.323969,
135,504981409,39.434849,-4.009654,11.856458,-134.970581,153.434723,-205.407669,0.946235,-0.047038,0.118588,0.297262,
136,504998076,45.443497,-7.174471,15.008544,-155.610672,214.427170,-260.433716,0.951389,-0.081571,0.139358,0.262268,
137,505014743,47.530449,-11.808123,15.473825,-108.767151,270.933411,-310.338684,0.954737,-0.112421,0.168393,0.217906,
138,505031410,48.703259,-17.752874,14.449417,-30.859058,327.336426,-374.690063,0.955802,-0.135213,0.205648,0.160838,
139,505048077,51.106720,-24.860243,12.682751,36.237633,382.665161,-458.588593,0.952527,-0.151516,0.248965,0.088049,
140,505064744,56.215195,-32.602520,10.397122,61.632069,439.069214,-548.143494,0.940515,-0.166775,0.296005,-0.000040,
