sep=,
DeviceTag:,Xsens DOT0
FirmwareVersion:,2.2.1
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode5
StartTime: ,2023-03-18_10:30:03_737 CET
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
1,1015840609,-1.288663,0.505126,1.490489,-2.744538,0.832729,-9.653384,0.909779,0.073840,0.354407,-0.203091,
2,1015857276,-6.480020,0.038527,6.672435,28.249033,-5.000294,-8.936389,0.908785,0.076676,0.355135,-0.205207,
3,1015873943,-6.562298,0.188050,6.591014,28.258211,-5.565774,-12.181378,0.907564,0.080561,0.356001,-0.207610,
4,1015890610,-6.467813,0.371316,6.439616,24.082352,-6.137447,-15.207661,0.906290,0.084456,0.356904,-0.210060,
5,1015907277,-6.385211,0.708538,6.341479,18.914524,-6.888772,-18.861689,0.905123,0.087882,0.357510,-0.212640,
6,1015923944,-6.299944,1.036119,6.230257,14.479572,-7.585684,-22.588686,0.904113,0.091087,0.357688,-0.215272,
7,1015940611,-6.308012,1.271116,6.359495,9.642550,-8.251130,-26.188473,0.903270,0.093889,0.357565,-0.217798,
8,1015957278,-6.377715,1.301249,6.567373,2.328183,-10.095204,-29.476963,0.902673,0.095740,0.357055,-0.220291,
9,1015973945,-6.513780,1.159237,6.818764,-6.272359,-13.130407,-32.337341,0.902397,0.096108,0.356147,-0.222714,
10,1015990612,-6.708199,0.822321,6.958286,-13.579806,-17.624317,-34.763374,0.902482,0.094879,0.354740,-0.225133,
11,1016007279,-6.799396,0.666933,6.995700,-17.380619,-23.265938,-36.869049,0.902848,0.092354,0.352744,-0.227833,
12,1016023946,-6.715921,0.912119,7.322693,-18.245214,-29.325977,-39.676567,0.903389,0.088985,0.350067,-0.231133,
13,1016040613,-6.497771,1.017692,7.659636,-17.752867,-35.596531,-43.441467,0.904132,0.085087,0.346485,-0.235059,
14,1016057280,-6.282812,1.343278,7.803831,-17.880980,-40.162800,-48.239628,0.904963,0.080675,0.342142,-0.239734,
15,1016073947,-6.104378,1.746816,8.372998,-21.642906,-42.344631,-53.902699,0.905767,0.075433,0.337471,-0.244971,
16,1016090614,-5.871770,2.160993,9.223191,-34.420589,-42.128746,-60.966625,0.906470,0.068286,0.333033,-0.250479,
17,1016107281,-6.306240,1.886198,10.677426,-63.992260,-38.905060,-66.505188,0.907115,0.057269,0.329707,-0.255257,
18,1016123948,-6.490229,0.293109,12.176923,-97.814766,-35.449516,-68.975136,0.907579,0.042035,0.327638,-0.259203,
19,1016140615,-6.220277,-1.278115,12.245887,-109.402718,-32.254112,-66.557434,0.907885,0.025238,0.325995,-0.262364,
20,1016157282,-5.515308,-2.182729,11.442867,-89.643600,-28.179714,-58.286354,0.908024,0.011166,0.323835,-0.265518,
21,1016173949,-4.418604,-2.154616,10.097098,-49.772102,-22.625050,-45.541000,0.908161,0.002744,0.320720,-0.269025,
22,1016190616,-3.564925,-1.117218,9.257712,-11.240314,-15.377387,-31.065163,0.908424,0.000048,0.316998,-0.272541,
23,1016207283,-3.270334,-0.033081,8.772660,12.898907,-6.747716,-18.095242,0.908777,0.001360,0.313400,-0.275505,
24,1016223950,-3.316617,0.635294,8.306032,21.980894,1.886065,-8.238955,0.909124,0.004697,0.310532,-0.277565,
25,1016240617,-3.639243,1.094804,7.867712,22.690577,9.174059,-1.897201,0.909385,0.008799,0.308596,-0.278767,
26,1016257284,-4.031612,1.510509,7.798689,18.932325,14.923892,1.758655,0.909516,0.012919,0.307630,-0.279246,
27,1016273951,-4.260490,1.711932,7.817477,14.060844,20.264420,4.038318,0.909482,0.016846,0.307650,-0.279125,
28,1016290618,-4.445884,1.654751,8.071001,13.215199,24.717756,6.414573,0.909316,0.021066,0.308378,-0.278573,
29,1016307285,-4.893536,1.140819,8.328102,16.167057,27.609509,7.714490,0.909030,0.025932,0.309444,-0.277914,
30,1016323952,-5.379397,0.602487,8.672204,18.444225,29.416256,7.797007,0.908608,0.031200,0.310750,-0.277294,
31,1016340619,-5.920663,0.012623,9.386977,20.051664,29.151556,6.303641,0.908072,0.036578,0.312069,-0.276914,
32,1016357286,-6.126068,-0.410378,9.955356,23.883160,26.198612,3.267113,0.907465,0.042142,0.312959,-0.277108,
33,1016373953,-5.942607,-0.276727,10.155534,29.675297,21.007498,-0.331929,0.906853,0.048008,0.313034,-0.278069,
34,1016390620,-5.572335,-0.086026,10.197745,35.558933,15.396266,-3.634538,0.906267,0.054193,0.312206,-0.279768,
